national_no,name,identifier,generation,types,family,stage,baseline_source,audit_class,intended_role,level_up_additions,level_up_retiming,level_up_removals_or_reassignment,tm_additions,tutor_additions,egg_move_additions,signature_move_policy,strong_move_gate,wild_capture_moveset_policy,vega_existing_status,review_confidence,implementation_note
503,ダイケンキ,samurott,5,みず,ミジュマル → フタチマル → ダイケンキ,進化先／最終形,DPE-JP Learnsets.c＋ベガ既存表（既存種）,現代化重点監査,両刀・可変,シェルブレード / アクアブレイク / なみのり / あまごい,進化時に役割技を1つ提示。主力STABはLv36～50、反動・積み・専用大技はLv50～65またはLv1思い出し。,DPE表を土台に、進化前へ過剰な終盤技がある場合は後期へ移動。広範囲高火力サブウェポンはレベル技ではなくTM／教え技に限定。,アクアブレイク,クイックターン,アクアリング,シェルブレードを進化時／Lv1思い出しに登録。通常のTM・汎用教え技にはしない。,通常。高威力技はLv45以降、強力な積み技はLv50以降。,最低1つの命中90以上STABを維持し、自爆・テレポート・反動大技だけの直近4技を禁止。高レベル基礎種は中威力技を再挿入。,未収録・追加対象,A,最終統合ROMから現行表を抽出後、同名技の重複・ID衝突・取得時期を機械差分で確定する。
504,ミネズミ,patrat,5,ノーマル,ミネズミ → ミルホッグ,基礎形,DPE-JP Learnsets.c＋ベガ既存表（既存種）,現代化重点監査,物理寄り,ずつき / アンコール,安定したタイプ一致技をLv7～15、二段目をLv20～28に配置。進化前限定の補助技は思い出し対象に残す。,DPE表を土台に、進化前へ過剰な終盤技がある場合は後期へ移動。広範囲高火力サブウェポンはレベル技ではなくTM／教え技に限定。,まもる,てだすけ,あくび,専用技がある系統は進化時／Lv1思い出しに固定。戦闘専用フォームは基礎形の習得表を共有。,通常。高威力技はLv45以降、強力な積み技はLv50以降。,最低1つの命中90以上STABを維持し、自爆・テレポート・反動大技だけの直近4技を禁止。高レベル基礎種は中威力技を再挿入。,未収録・追加対象,B-,最終統合ROMから現行表を抽出後、同名技の重複・ID衝突・取得時期を機械差分で確定する。
505,ミルホッグ,watchog,5,ノーマル,ミネズミ → ミルホッグ,進化先／最終形,DPE-JP Learnsets.c＋ベガ既存表（既存種）,現代化重点監査,物理寄り,すてみタックル / アンコール,進化時に役割技を1つ提示。主力STABはLv36～50、反動・積み・専用大技はLv50～65またはLv1思い出し。,DPE表を土台に、進化前へ過剰な終盤技がある場合は後期へ移動。広範囲高火力サブウェポンはレベル技ではなくTM／教え技に限定。,まもる,てだすけ,あくび,専用技がある系統は進化時／Lv1思い出しに固定。戦闘専用フォームは基礎形の習得表を共有。,通常。高威力技はLv45以降、強力な積み技はLv50以降。,最低1つの命中90以上STABを維持し、自爆・テレポート・反動大技だけの直近4技を禁止。高レベル基礎種は中威力技を再挿入。,未収録・追加対象,B,最終統合ROMから現行表を抽出後、同名技の重複・ID衝突・取得時期を機械差分で確定する。
506,ヨーテリー,lillipup,5,ノーマル,ヨーテリー → ハーデリア → ムーランド,基礎形,DPE-JP Learnsets.c＋ベガ既存表（既存種）,現代化重点監査,物理寄り,ずつき / アンコール,安定したタイプ一致技をLv7～15、二段目をLv20～28に配置。進化前限定の補助技は思い出し対象に残す。,DPE表を土台に、進化前へ過剰な終盤技がある場合は後期へ移動。広範囲高火力サブウェポンはレベル技ではなくTM／教え技に限定。,まもる,てだすけ,あくび,専用技がある系統は進化時／Lv1思い出しに固定。戦闘専用フォームは基礎形の習得表を共有。,通常。高威力技はLv45以降、強力な積み技はLv50以降。,最低1つの命中90以上STABを維持し、自爆・テレポート・反動大技だけの直近4技を禁止。高レベル基礎種は中威力技を再挿入。,未収録・追加対象,B-,最終統合ROMから現行表を抽出後、同名技の重複・ID衝突・取得時期を機械差分で確定する。
507,ハーデリア,herdier,5,ノーマル,ヨーテリー → ハーデリア → ムーランド,中間進化,DPE-JP Learnsets.c＋ベガ既存表（既存種）,現代化重点監査,物理寄り,のしかかり / アンコール,中威力STABをLv22～35、役割補助技を進化時またはLv30前後に配置。最終大技は先送り。,DPE表を土台に、進化前へ過剰な終盤技がある場合は後期へ移動。広範囲高火力サブウェポンはレベル技ではなくTM／教え技に限定。,まもる,てだすけ,あくび,専用技がある系統は進化時／Lv1思い出しに固定。戦闘専用フォームは基礎形の習得表を共有。,通常。高威力技はLv45以降、強力な積み技はLv50以降。,最低1つの命中90以上STABを維持し、自爆・テレポート・反動大技だけの直近4技を禁止。高レベル基礎種は中威力技を再挿入。,未収録・追加対象,B,最終統合ROMから現行表を抽出後、同名技の重複・ID衝突・取得時期を機械差分で確定する。
508,ムーランド,stoutland,5,ノーマル,ヨーテリー → ハーデリア → ムーランド,進化先／最終形,DPE-JP Learnsets.c＋ベガ既存表（既存種）,現代化重点監査,物理アタッカー,すてみタックル / アンコール,進化時に役割技を1つ提示。主力STABはLv36～50、反動・積み・専用大技はLv50～65またはLv1思い出し。,DPE表を土台に、進化前へ過剰な終盤技がある場合は後期へ移動。広範囲高火力サブウェポンはレベル技ではなくTM／教え技に限定。,まもる,てだすけ,あくび,専用技がある系統は進化時／Lv1思い出しに固定。戦闘専用フォームは基礎形の習得表を共有。,通常。高威力技はLv45以降、強力な積み技はLv50以降。,最低1つの命中90以上STABを維持し、自爆・テレポート・反動大技だけの直近4技を禁止。高レベル基礎種は中威力技を再挿入。,未収録・追加対象,B,最終統合ROMから現行表を抽出後、同名技の重複・ID衝突・取得時期を機械差分で確定する。
509,チョロネコ,purrloin,5,あく,チョロネコ → レパルダス,基礎形,DPE-JP Learnsets.c＋ベガ既存表（既存種）,現代化重点監査,物理寄り,かみつく / ちょうはつ,安定したタイプ一致技をLv7～15、二段目をLv20～28に配置。進化前限定の補助技は思い出し対象に残す。,DPE表を土台に、進化前へ過剰な終盤技がある場合は後期へ移動。広範囲高火力サブウェポンはレベル技ではなくTM／教え技に限定。,バークアウト,はたきおとす,わるだくみ,専用技がある系統は進化時／Lv1思い出しに固定。戦闘専用フォームは基礎形の習得表を共有。,通常。高威力技はLv45以降、強力な積み技はLv50以降。,最低1つの命中90以上STABを維持し、自爆・テレポート・反動大技だけの直近4技を禁止。高レベル基礎種は中威力技を再挿入。,未収録・追加対象,B-,最終統合ROMから現行表を抽出後、同名技の重複・ID衝突・取得時期を機械差分で確定する。
510,レパルダス,liepard,5,あく,チョロネコ → レパルダス,進化先／最終形,DPE-JP Learnsets.c＋ベガ既存表（既存種）,現代化重点監査,物理アタッカー,はたきおとす / ちょうはつ,進化時に役割技を1つ提示。主力STABはLv36～50、反動・積み・専用大技はLv50～65またはLv1思い出し。,DPE表を土台に、進化前へ過剰な終盤技がある場合は後期へ移動。広範囲高火力サブウェポンはレベル技ではなくTM／教え技に限定。,バークアウト,はたきおとす,わるだくみ,専用技がある系統は進化時／Lv1思い出しに固定。戦闘専用フォームは基礎形の習得表を共有。,通常。高威力技はLv45以降、強力な積み技はLv50以降。,最低1つの命中90以上STABを維持し、自爆・テレポート・反動大技だけの直近4技を禁止。高レベル基礎種は中威力技を再挿入。,未収録・追加対象,B,最終統合ROMから現行表を抽出後、同名技の重複・ID衝突・取得時期を機械差分で確定する。
511,ヤナップ,pansage,5,くさ,ヤナップ → ヤナッキー,基礎形,DPE-JP Learnsets.c＋ベガ既存表（既存種）,現代化重点監査,特殊寄り,メガドレイン / やどりぎのタネ,安定したタイプ一致技をLv7～15、二段目をLv20～28に配置。進化前限定の補助技は思い出し対象に残す。,DPE表を土台に、進化前へ過剰な終盤技がある場合は後期へ移動。広範囲高火力サブウェポンはレベル技ではなくTM／教え技に限定。,くさむすび,グラススライダー,こうごうせい,専用技がある系統は進化時／Lv1思い出しに固定。戦闘専用フォームは基礎形の習得表を共有。,通常。高威力技はLv45以降、強力な積み技はLv50以降。,最低1つの命中90以上STABを維持し、自爆・テレポート・反動大技だけの直近4技を禁止。高レベル基礎種は中威力技を再挿入。,未収録・追加対象,B-,最終統合ROMから現行表を抽出後、同名技の重複・ID衝突・取得時期を機械差分で確定する。
512,ヤナッキー,simisage,5,くさ,ヤナップ → ヤナッキー,進化先／最終形,DPE-JP Learnsets.c＋ベガ既存表（既存種）,現代化重点監査,特殊寄り,エナジーボール / やどりぎのタネ,進化時に役割技を1つ提示。主力STABはLv36～50、反動・積み・専用大技はLv50～65またはLv1思い出し。,DPE表を土台に、進化前へ過剰な終盤技がある場合は後期へ移動。広範囲高火力サブウェポンはレベル技ではなくTM／教え技に限定。,くさむすび,グラススライダー,こうごうせい,専用技がある系統は進化時／Lv1思い出しに固定。戦闘専用フォームは基礎形の習得表を共有。,通常。高威力技はLv45以降、強力な積み技はLv50以降。,最低1つの命中90以上STABを維持し、自爆・テレポート・反動大技だけの直近4技を禁止。高レベル基礎種は中威力技を再挿入。,未収録・追加対象,B,最終統合ROMから現行表を抽出後、同名技の重複・ID衝突・取得時期を機械差分で確定する。
